antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'tongue'}),frozenset({'dizziness'}),0.8648648648648649,0.8108108108108109,0.6756756756756757,0.7812499999999999,0.9635416666666665,-0.025566106647187836,0.8648648648648642,-0.2187500000000008
frozenset({'dizziness'}),frozenset({'vomiting'}),0.8108108108108109,0.7027027027027027,0.5945945945945946,0.7333333333333333,1.0435897435897434,0.0248356464572681,1.1148648648648645,0.22077922077922102
frozenset({'vomiting'}),frozenset({'dizziness'}),0.7027027027027027,0.8108108108108109,0.5945945945945946,0.8461538461538461,1.0435897435897434,0.0248356464572681,1.2297297297297294,0.14049586776859516
frozenset({'fever'}),frozenset({'hives'}),0.5945945945945946,0.8918918918918919,0.5135135135135135,0.8636363636363635,0.96831955922865,-0.016800584368152016,0.7927927927927922,-0.07467532467532503
frozenset({'hives'}),frozenset({'fever'}),0.8918918918918919,0.5945945945945946,0.5135135135135135,0.5757575757575757,0.96831955922865,-0.016800584368152016,0.9555984555984554,-0.2323232323232333
frozenset({'nausea'}),frozenset({'fever'}),0.8108108108108109,0.5945945945945946,0.5945945945945946,0.7333333333333333,1.2333333333333332,0.11249086924762597,1.52027027027027,0.9999999999999999
frozenset({'fever'}),frozenset({'nausea'}),0.5945945945945946,0.8108108108108109,0.5945945945945946,1.0,1.2333333333333332,0.11249086924762597,inf,0.4666666666666665
frozenset({'fever'}),frozenset({'vomiting'}),0.5945945945945946,0.7027027027027027,0.5675675675675675,0.9545454545454545,1.358391608391608,0.14974433893352807,6.54054054054053,0.6507936507936506
frozenset({'vomiting'}),frozenset({'fever'}),0.7027027027027027,0.5945945945945946,0.5675675675675675,0.8076923076923076,1.358391608391608,0.14974433893352807,2.108108108108107,0.8874458874458873
frozenset({'headache'}),frozenset({'hives'}),0.6486486486486487,0.8918918918918919,0.5675675675675675,0.8749999999999999,0.981060606060606,-0.010956902848794803,0.8648648648648641,-0.05208333333333362
frozenset({'hives'}),frozenset({'headache'}),0.8918918918918919,0.6486486486486487,0.5675675675675675,0.6363636363636364,0.981060606060606,-0.010956902848794803,0.9662162162162161,-0.15151515151515227
frozenset({'lips'}),frozenset({'headache'}),0.8648648648648649,0.6486486486486487,0.5675675675675675,0.6562499999999999,1.0117187499999998,0.006574141709276726,1.0221130221130217,0.08571428571428422
frozenset({'headache'}),frozenset({'lips'}),0.6486486486486487,0.8648648648648649,0.5675675675675675,0.8749999999999999,1.0117187499999998,0.006574141709276726,1.0810810810810798,0.03296703296703238
frozenset({'nausea'}),frozenset({'headache'}),0.8108108108108109,0.6486486486486487,0.5945945945945946,0.7333333333333333,1.1305555555555553,0.06866325785244698,1.317567567567567,0.6103896103896099
frozenset({'headache'}),frozenset({'nausea'}),0.6486486486486487,0.8108108108108109,0.5945945945945946,0.9166666666666666,1.1305555555555555,0.06866325785244698,2.270270270270269,0.32867132867132837
frozenset({'headache'}),frozenset({'swelling of face'}),0.6486486486486487,0.7567567567567568,0.5135135135135135,0.7916666666666666,1.0461309523809523,0.022644265887509063,1.1675675675675672,0.12550607287449356
frozenset({'swelling of face'}),frozenset({'headache'}),0.7567567567567568,0.6486486486486487,0.5135135135135135,0.6785714285714285,1.046130952380952,0.022644265887509063,1.0930930930930927,0.18128654970760183
frozenset({'headache'}),frozenset({'tongue'}),0.6486486486486487,0.8648648648648649,0.5405405405405406,0.8333333333333334,0.9635416666666666,-0.020452885317750247,0.8108108108108107,-0.09722222222222252
frozenset({'tongue'}),frozenset({'headache'}),0.8648648648648649,0.6486486486486487,0.5405405405405406,0.625,0.9635416666666666,-0.020452885317750247,0.9369369369369368,-0.21875000000000064
frozenset({'headache'}),frozenset({'vomiting'}),0.6486486486486487,0.7027027027027027,0.5135135135135135,0.7916666666666666,1.126602564102564,0.05770635500365223,1.4270270270270267,0.3198380566801616
frozenset({'vomiting'}),frozenset({'headache'}),0.7027027027027027,0.6486486486486487,0.5135135135135135,0.7307692307692307,1.1266025641025639,0.05770635500365223,1.3050193050193046,0.37799043062200915
frozenset({'lips'}),frozenset({'hives'}),0.8648648648648649,0.8918918918918919,0.8378378378378378,0.9687499999999999,1.0861742424242422,0.066471877282688,3.459459459459447,0.5870967741935478
frozenset({'hives'}),frozenset({'lips'}),0.8918918918918919,0.8648648648648649,0.8378378378378378,0.9393939393939393,1.0861742424242422,0.066471877282688,2.2297297297297267,0.7338709677419344
frozenset({'nausea'}),frozenset({'hives'}),0.8108108108108109,0.8918918918918919,0.7027027027027027,0.8666666666666667,0.9717171717171718,-0.020452885317750136,0.8108108108108111,-0.13333333333333305
frozenset({'hives'}),frozenset({'nausea'}),0.8918918918918919,0.8108108108108109,0.7027027027027027,0.787878787878788,0.9717171717171718,-0.020452885317750136,0.891891891891892,-0.2121212121212116
frozenset({'swelling of face'}),frozenset({'hives'}),0.7567567567567568,0.8918918918918919,0.7567567567567568,1.0,1.1212121212121213,0.08181154127100077,inf,0.4444444444444447
frozenset({'hives'}),frozenset({'swelling of face'}),0.8918918918918919,0.7567567567567568,0.7567567567567568,0.8484848484848485,1.121212121212121,0.08181154127100077,1.6054054054054054,1.0000000000000004
frozenset({'throat'}),frozenset({'hives'}),0.7567567567567568,0.8918918918918919,0.7567567567567568,1.0,1.1212121212121213,0.08181154127100077,inf,0.4444444444444447
frozenset({'hives'}),frozenset({'throat'}),0.8918918918918919,0.7567567567567568,0.7567567567567568,0.8484848484848485,1.121212121212121,0.08181154127100077,1.6054054054054054,1.0000000000000004
frozenset({'tongue'}),frozenset({'hives'}),0.8648648648648649,0.8918918918918919,0.8378378378378378,0.9687499999999999,1.0861742424242422,0.066471877282688,3.459459459459447,0.5870967741935478
frozenset({'hives'}),frozenset({'tongue'}),0.8918918918918919,0.8648648648648649,0.8378378378378378,0.9393939393939393,1.0861742424242422,0.066471877282688,2.2297297297297267,0.7338709677419344
frozenset({'vomiting'}),frozenset({'hives'}),0.7027027027027027,0.8918918918918919,0.5945945945945946,0.8461538461538461,0.9487179487179487,-0.03214024835646456,0.7027027027027027,-0.1538461538461538
frozenset({'hives'}),frozenset({'vomiting'}),0.8918918918918919,0.7027027027027027,0.5945945945945946,0.6666666666666667,0.9487179487179488,-0.03214024835646456,0.891891891891892,-0.3333333333333332
frozenset({'lips'}),frozenset({'nausea'}),0.8648648648648649,0.8108108108108109,0.6756756756756757,0.7812499999999999,0.9635416666666665,-0.025566106647187836,0.8648648648648642,-0.2187500000000008
frozenset({'nausea'}),frozenset({'lips'}),0.8108108108108109,0.8648648648648649,0.6756756756756757,0.8333333333333333,0.9635416666666665,-0.025566106647187836,0.8108108108108102,-0.1666666666666673
frozenset({'lips'}),frozenset({'swelling of face'}),0.8648648648648649,0.7567567567567568,0.7567567567567568,0.875,1.15625,0.1022644265887509,1.9459459459459456,1.0000000000000002
frozenset({'swelling of face'}),frozenset({'lips'}),0.7567567567567568,0.8648648648648649,0.7567567567567568,1.0,1.15625,0.1022644265887509,inf,0.5555555555555556
frozenset({'lips'}),frozenset({'throat'}),0.8648648648648649,0.7567567567567568,0.7567567567567568,0.875,1.15625,0.1022644265887509,1.9459459459459456,1.0000000000000002
frozenset({'throat'}),frozenset({'lips'}),0.7567567567567568,0.8648648648648649,0.7567567567567568,1.0,1.15625,0.1022644265887509,inf,0.5555555555555556
frozenset({'lips'}),frozenset({'tongue'}),0.8648648648648649,0.8648648648648649,0.8378378378378378,0.9687499999999999,1.1201171874999998,0.08984660336011674,4.324324324324308,0.7935483870967733
frozenset({'tongue'}),frozenset({'lips'}),0.8648648648648649,0.8648648648648649,0.8378378378378378,0.9687499999999999,1.1201171874999998,0.08984660336011674,4.324324324324308,0.7935483870967733
frozenset({'lips'}),frozenset({'vomiting'}),0.8648648648648649,0.7027027027027027,0.5675675675675675,0.6562499999999999,0.9338942307692305,-0.04017531044558076,0.8648648648648645,-0.34375000000000017
frozenset({'vomiting'}),frozenset({'lips'}),0.7027027027027027,0.8648648648648649,0.5675675675675675,0.8076923076923076,0.9338942307692306,-0.04017531044558076,0.7027027027027021,-0.19230769230769246
frozenset({'sweating'}),frozenset({'nausea'}),0.5135135135135135,0.8108108108108109,0.5135135135135135,1.0,1.2333333333333332,0.09715120525931337,inf,0.3888888888888889
frozenset({'nausea'}),frozenset({'sweating'}),0.8108108108108109,0.5135135135135135,0.5135135135135135,0.6333333333333333,1.2333333333333334,0.09715120525931337,1.3267813267813267,1.0000000000000002
frozenset({'nausea'}),frozenset({'swelling of face'}),0.8108108108108109,0.7567567567567568,0.5675675675675675,0.7,0.9249999999999999,-0.04601899196493797,0.8108108108108105,-0.30000000000000027
frozenset({'swelling of face'}),frozenset({'nausea'}),0.7567567567567568,0.8108108108108109,0.5675675675675675,0.7499999999999999,0.9249999999999998,-0.04601899196493797,0.7567567567567562,-0.2500000000000003
frozenset({'nausea'}),frozenset({'throat'}),0.8108108108108109,0.7567567567567568,0.5675675675675675,0.7,0.9249999999999999,-0.04601899196493797,0.8108108108108105,-0.30000000000000027
frozenset({'throat'}),frozenset({'nausea'}),0.7567567567567568,0.8108108108108109,0.5675675675675675,0.7499999999999999,0.9249999999999998,-0.04601899196493797,0.7567567567567562,-0.2500000000000003
frozenset({'nausea'}),frozenset({'tongue'}),0.8108108108108109,0.8648648648648649,0.6756756756756757,0.8333333333333333,0.9635416666666665,-0.025566106647187836,0.8108108108108102,-0.1666666666666673
frozenset({'tongue'}),frozenset({'nausea'}),0.8648648648648649,0.8108108108108109,0.6756756756756757,0.7812499999999999,0.9635416666666665,-0.025566106647187836,0.8648648648648642,-0.2187500000000008
frozenset({'nausea'}),frozenset({'vomiting'}),0.8108108108108109,0.7027027027027027,0.7027027027027027,0.8666666666666667,1.2333333333333334,0.13294375456537622,2.22972972972973,1.0000000000000004
frozenset({'vomiting'}),frozenset({'nausea'}),0.7027027027027027,0.8108108108108109,0.7027027027027027,1.0,1.2333333333333332,0.13294375456537622,inf,0.6363636363636366
frozenset({'swelling of face'}),frozenset({'throat'}),0.7567567567567568,0.7567567567567568,0.7297297297297297,0.9642857142857142,1.2742346938775508,0.15704894083272458,6.810810810810792,0.8847736625514403
frozenset({'throat'}),frozenset({'swelling of face'}),0.7567567567567568,0.7567567567567568,0.7297297297297297,0.9642857142857142,1.2742346938775508,0.15704894083272458,6.810810810810792,0.8847736625514403
frozenset({'swelling of face'}),frozenset({'tongue'}),0.7567567567567568,0.8648648648648649,0.7567567567567568,1.0,1.15625,0.1022644265887509,inf,0.5555555555555556
frozenset({'tongue'}),frozenset({'swelling of face'}),0.8648648648648649,0.7567567567567568,0.7567567567567568,0.875,1.15625,0.1022644265887509,1.9459459459459456,1.0000000000000002
frozenset({'throat'}),frozenset({'tongue'}),0.7567567567567568,0.8648648648648649,0.7567567567567568,1.0,1.15625,0.1022644265887509,inf,0.5555555555555556
frozenset({'tongue'}),frozenset({'throat'}),0.8648648648648649,0.7567567567567568,0.7567567567567568,0.875,1.15625,0.1022644265887509,1.9459459459459456,1.0000000000000002
frozenset({'vomiting'}),frozenset({'tongue'}),0.7027027027027027,0.8648648648648649,0.5675675675675675,0.8076923076923076,0.9338942307692306,-0.04017531044558076,0.7027027027027021,-0.19230769230769246
frozenset({'tongue'}),frozenset({'vomiting'}),0.8648648648648649,0.7027027027027027,0.5675675675675675,0.6562499999999999,0.9338942307692305,-0.04017531044558076,0.8648648648648645,-0.34375000000000017
"frozenset({'lips', 'dizziness'})",frozenset({'diarrhea'}),0.6756756756756757,0.6216216216216216,0.5135135135135135,0.76,1.222608695652174,0.09349890430971514,1.5765765765765767,0.5614035087719299
"frozenset({'lips', 'diarrhea'})",frozenset({'dizziness'}),0.5675675675675675,0.8108108108108109,0.5135135135135135,0.9047619047619048,1.115873015873016,0.05332359386413438,1.9864864864864862,0.2401315789473683
"frozenset({'dizziness', 'diarrhea'})",frozenset({'lips'}),0.5675675675675675,0.8648648648648649,0.5135135135135135,0.9047619047619048,1.0461309523809523,0.02264426588750912,1.4189189189189184,0.10197368421052626
frozenset({'lips'}),"frozenset({'dizziness', 'diarrhea'})",0.8648648648648649,0.5675675675675675,0.5135135135135135,0.5937499999999999,1.0461309523809523,0.02264426588750912,1.0644490644490643,0.32631578947368417
frozenset({'dizziness'}),"frozenset({'lips', 'diarrhea'})",0.8108108108108109,0.5675675675675675,0.5135135135135135,0.6333333333333333,1.115873015873016,0.05332359386413438,1.1793611793611793,0.5488721804511277
frozenset({'diarrhea'}),"frozenset({'lips', 'dizziness'})",0.6216216216216216,0.6756756756756757,0.5135135135135135,0.8260869565217391,1.222608695652174,0.09349890430971514,1.864864864864865,0.4812030075187971
"frozenset({'nausea', 'dizziness'})",frozenset({'diarrhea'}),0.7027027027027027,0.6216216216216216,0.5135135135135135,0.7307692307692307,1.1755852842809364,0.07669831994156318,1.4054054054054053,0.5023923444976076
"frozenset({'nausea', 'diarrhea'})",frozenset({'dizziness'}),0.5675675675675675,0.8108108108108109,0.5135135135135135,0.9047619047619048,1.115873015873016,0.05332359386413438,1.9864864864864862,0.2401315789473683
"frozenset({'dizziness', 'diarrhea'})",frozenset({'nausea'}),0.5675675675675675,0.8108108108108109,0.5135135135135135,0.9047619047619048,1.115873015873016,0.05332359386413438,1.9864864864864862,0.2401315789473683
frozenset({'nausea'}),"frozenset({'dizziness', 'diarrhea'})",0.8108108108108109,0.5675675675675675,0.5135135135135135,0.6333333333333333,1.115873015873016,0.05332359386413438,1.1793611793611793,0.5488721804511277
frozenset({'dizziness'}),"frozenset({'nausea', 'diarrhea'})",0.8108108108108109,0.5675675675675675,0.5135135135135135,0.6333333333333333,1.115873015873016,0.05332359386413438,1.1793611793611793,0.5488721804511277
frozenset({'diarrhea'}),"frozenset({'nausea', 'dizziness'})",0.6216216216216216,0.7027027027027027,0.5135135135135135,0.8260869565217391,1.1755852842809364,0.07669831994156318,1.7094594594594592,0.3947368421052631
"frozenset({'lips', 'diarrhea'})",frozenset({'hives'}),0.5675675675675675,0.8918918918918919,0.5405405405405406,0.9523809523809524,1.067821067821068,0.034331628926223545,2.2702702702702733,0.1468750000000001
"frozenset({'lips', 'hives'})",frozenset({'diarrhea'}),0.8378378378378378,0.6216216216216216,0.5405405405405406,0.6451612903225807,1.0378681626928472,0.019722425127830623,1.0663390663390666,0.225000000000001
"frozenset({'diarrhea', 'hives'})",frozenset({'lips'}),0.5405405405405406,0.8648648648648649,0.5405405405405406,1.0,1.15625,0.07304601899196489,inf,0.2941176470588233
frozenset({'lips'}),"frozenset({'diarrhea', 'hives'})",0.8648648648648649,0.5405405405405406,0.5405405405405406,0.625,1.15625,0.07304601899196489,1.2252252252252251,0.9999999999999997
frozenset({'diarrhea'}),"frozenset({'lips', 'hives'})",0.6216216216216216,0.8378378378378378,0.5405405405405406,0.8695652173913044,1.0378681626928472,0.019722425127830623,1.243243243243244,0.09642857142857185
frozenset({'hives'}),"frozenset({'lips', 'diarrhea'})",0.8918918918918919,0.5675675675675675,0.5405405405405406,0.6060606060606061,1.067821067821068,0.034331628926223545,1.0977130977130978,0.5875000000000004
"frozenset({'diarrhea', 'tongue'})",frozenset({'hives'}),0.5405405405405406,0.8918918918918919,0.5405405405405406,1.0,1.1212121212121213,0.05843681519357197,inf,0.23529411764705888
"frozenset({'hives', 'tongue'})",frozenset({'diarrhea'}),0.8378378378378378,0.6216216216216216,0.5405405405405406,0.6451612903225807,1.0378681626928472,0.019722425127830623,1.0663390663390666,0.225000000000001
"frozenset({'diarrhea', 'hives'})",frozenset({'tongue'}),0.5405405405405406,0.8648648648648649,0.5405405405405406,1.0,1.15625,0.07304601899196489,inf,0.2941176470588233
frozenset({'tongue'}),"frozenset({'diarrhea', 'hives'})",0.8648648648648649,0.5405405405405406,0.5405405405405406,0.625,1.15625,0.07304601899196489,1.2252252252252251,0.9999999999999997
frozenset({'diarrhea'}),"frozenset({'hives', 'tongue'})",0.6216216216216216,0.8378378378378378,0.5405405405405406,0.8695652173913044,1.0378681626928472,0.019722425127830623,1.243243243243244,0.09642857142857185
frozenset({'hives'}),"frozenset({'diarrhea', 'tongue'})",0.8918918918918919,0.5405405405405406,0.5405405405405406,0.6060606060606061,1.121212121212121,0.05843681519357197,1.1663201663201663,1.0000000000000002
"frozenset({'lips', 'nausea'})",frozenset({'diarrhea'}),0.6756756756756757,0.6216216216216216,0.5135135135135135,0.76,1.222608695652174,0.09349890430971514,1.5765765765765767,0.5614035087719299
"frozenset({'lips', 'diarrhea'})",frozenset({'nausea'}),0.5675675675675675,0.8108108108108109,0.5135135135135135,0.9047619047619048,1.115873015873016,0.05332359386413438,1.9864864864864862,0.2401315789473683
"frozenset({'nausea', 'diarrhea'})",frozenset({'lips'}),0.5675675675675675,0.8648648648648649,0.5135135135135135,0.9047619047619048,1.0461309523809523,0.02264426588750912,1.4189189189189184,0.10197368421052626
frozenset({'lips'}),"frozenset({'nausea', 'diarrhea'})",0.8648648648648649,0.5675675675675675,0.5135135135135135,0.5937499999999999,1.0461309523809523,0.02264426588750912,1.0644490644490643,0.32631578947368417
frozenset({'nausea'}),"frozenset({'lips', 'diarrhea'})",0.8108108108108109,0.5675675675675675,0.5135135135135135,0.6333333333333333,1.115873015873016,0.05332359386413438,1.1793611793611793,0.5488721804511277
frozenset({'diarrhea'}),"frozenset({'lips', 'nausea'})",0.6216216216216216,0.6756756756756757,0.5135135135135135,0.8260869565217391,1.222608695652174,0.09349890430971514,1.864864864864865,0.4812030075187971
"frozenset({'lips', 'diarrhea'})",frozenset({'tongue'}),0.5675675675675675,0.8648648648648649,0.5405405405405406,0.9523809523809524,1.1011904761904763,0.0496712929145362,2.8378378378378404,0.21250000000000016
"frozenset({'lips', 'tongue'})",frozenset({'diarrhea'}),0.8378378378378378,0.6216216216216216,0.5405405405405406,0.6451612903225807,1.0378681626928472,0.019722425127830623,1.0663390663390666,0.225000000000001
"frozenset({'diarrhea', 'tongue'})",frozenset({'lips'}),0.5405405405405406,0.8648648648648649,0.5405405405405406,1.0,1.15625,0.07304601899196489,inf,0.2941176470588233
frozenset({'lips'}),"frozenset({'diarrhea', 'tongue'})",0.8648648648648649,0.5405405405405406,0.5405405405405406,0.625,1.15625,0.07304601899196489,1.2252252252252251,0.9999999999999997
frozenset({'diarrhea'}),"frozenset({'lips', 'tongue'})",0.6216216216216216,0.8378378378378378,0.5405405405405406,0.8695652173913044,1.0378681626928472,0.019722425127830623,1.243243243243244,0.09642857142857185
frozenset({'tongue'}),"frozenset({'lips', 'diarrhea'})",0.8648648648648649,0.5675675675675675,0.5405405405405406,0.625,1.1011904761904763,0.0496712929145362,1.1531531531531531,0.6800000000000008
"frozenset({'nausea', 'diarrhea'})",frozenset({'vomiting'}),0.5675675675675675,0.7027027027027027,0.5405405405405406,0.9523809523809524,1.3553113553113554,0.14170927684441198,6.24324324324325,0.6062499999999998
"frozenset({'nausea', 'vomiting'})",frozenset({'diarrhea'}),0.7027027027027027,0.6216216216216216,0.5405405405405406,0.7692307692307693,1.2374581939799332,0.10372534696859026,1.63963963963964,0.6454545454545458
"frozenset({'vomiting', 'diarrhea'})",frozenset({'nausea'}),0.5405405405405406,0.8108108108108109,0.5405405405405406,1.0,1.2333333333333332,0.1022644265887509,inf,0.41176470588235287
frozenset({'nausea'}),"frozenset({'vomiting', 'diarrhea'})",0.8108108108108109,0.5405405405405406,0.5405405405405406,0.6666666666666666,1.2333333333333332,0.1022644265887509,1.378378378378378,1.0
frozenset({'diarrhea'}),"frozenset({'nausea', 'vomiting'})",0.6216216216216216,0.7027027027027027,0.5405405405405406,0.8695652173913044,1.2374581939799332,0.10372534696859026,2.2792792792792804,0.5071428571428573
frozenset({'vomiting'}),"frozenset({'nausea', 'diarrhea'})",0.7027027027027027,0.5675675675675675,0.5405405405405406,0.7692307692307693,1.3553113553113554,0.14170927684441198,1.8738738738738743,0.881818181818182
"frozenset({'lips', 'difficult breathing'})",frozenset({'hives'}),0.5135135135135135,0.8918918918918919,0.5135135135135135,1.0,1.1212121212121213,0.05551497443389336,inf,0.22222222222222224
"frozenset({'lips', 'hives'})",frozenset({'difficult breathing'}),0.8378378378378378,0.5675675675675675,0.5135135135135135,0.6129032258064516,1.0798771121351767,0.037983929875821776,1.1171171171171173,0.45614035087719307
"frozenset({'difficult breathing', 'hives'})",frozenset({'lips'}),0.5675675675675675,0.8648648648648649,0.5135135135135135,0.9047619047619048,1.0461309523809523,0.02264426588750912,1.4189189189189184,0.10197368421052626
frozenset({'lips'}),"frozenset({'difficult breathing', 'hives'})",0.8648648648648649,0.5675675675675675,0.5135135135135135,0.5937499999999999,1.0461309523809523,0.02264426588750912,1.0644490644490643,0.32631578947368417
frozenset({'difficult breathing'}),"frozenset({'lips', 'hives'})",0.5675675675675675,0.8378378378378378,0.5135135135135135,0.9047619047619048,1.0798771121351767,0.037983929875821776,1.7027027027027029,0.1710526315789474
frozenset({'hives'}),"frozenset({'lips', 'difficult breathing'})",0.8918918918918919,0.5135135135135135,0.5135135135135135,0.5757575757575757,1.121212121212121,0.05551497443389336,1.1467181467181466,1.0000000000000002
"frozenset({'difficult breathing', 'hives'})",frozenset({'tongue'}),0.5675675675675675,0.8648648648648649,0.5135135135135135,0.9047619047619048,1.0461309523809523,0.02264426588750912,1.4189189189189184,0.10197368421052626
